Flags,Utterance,Category,Intent
BIP,How Could I Add An Item?,Order,Change_Order
B,I Need To Change The Last Order,Order,Change_Order
BE,I Cannot Change An Item Of An Order,Order,Change_Order
BEP,I Do Not Know How I Could Add An Item To An Order,Order,Change_Order
BM,I Missed Some Items,Order,Change_Order
BIP,Would It Be Possible To Change Something Of An Order?,Order,Change_Order
B,I Don'T Know How To Remove An Item,Order,Change_Order
B,Assistance With Changing An Order,Order,Change_Order
BM,I Need Assistance To Change Several Items Of An Order,Order,Change_Order
BI,Can You Help Me To Change My Last Order?,Order,Change_Order
BI,Can You Help Me Remove Something From An Order?,Order,Change_Order
BM,I Want Help Changing Some Items Of An Order,Order,Change_Order
BIMP,Could You Help Me Add Some Items?,Order,Change_Order
B,I Am Trying To Change An Order I Made,Order,Change_Order
B,I Want Help To Remove An Item From An Order,Order,Change_Order
BM,Change Some Items Of An Order,Order,Change_Order
B,I Need Help To Add An Item,Order,Change_Order
BIM,Can I Remove Several Items?,Order,Change_Order
BM,Help Me To Remove Some Items From An Order,Order,Change_Order
B,Question About Changing The Order I Made,Order,Change_Order
BM,I Need Help Removing Some Items,Order,Change_Order
BIP,Could You Help Me Adding An Item To An Order?,Order,Change_Order
BI,How To Add Something To An Order?,Order,Change_Order
B,I Can'T Change My Last Order,Order,Change_Order
BM,I Forgot To Include Some Items In My Order,Order,Change_Order
BM,I Have Got To Remove Several Items From An Order,Order,Change_Order
BI,Can You Help Me Change My Order?,Order,Change_Order
B,I Want Help Changing The Order I Made,Order,Change_Order
BK,Adding Product To Last Order,Order,Change_Order
B,Help With Changing Something Of An Order,Order,Change_Order
BIP,How Could I Change My Order?,Order,Change_Order
BM,I Forgot To Include Some Items In The Order,Order,Change_Order
BM,Problem With Removing Some Items From An Order,Order,Change_Order
B,Help Me To Remove Something From An Order,Order,Change_Order
B,I Want Help Changing An Order I Made,Order,Change_Order
BIM,How Do I Remove Several Items?,Order,Change_Order
BM,I Try To Add Several Items,Order,Change_Order
B,I Want Assistance To Remove Something,Order,Change_Order
B,I Can'T Change An Order,Order,Change_Order
B,I Have Got To Add An Item,Order,Change_Order
BM,Help To Remove Some Items From An Order,Order,Change_Order
BEM,I Do Not Know How I Can Remove Several Items From An Order,Order,Change_Order
B,Help To Change The Last Order I Have Made,Order,Change_Order
B,I Have A Question About Changing The Order I Have Made,Order,Change_Order
BIP,Could You Help Me To Add An Item To An Order?,Order,Change_Order
B,I Purchased The Wrong Item,Order,Change_Order
B,Problem With Adding An Item,Order,Change_Order
B,I Need Assistance Removing Something,Order,Change_Order
B,Assistance Adding An Item,Order,Change_Order
B,I Have Got To Change An Order I Made,Order,Change_Order
BM,I Want Assistance To Change Several Items Of An Order,Order,Change_Order
BM,Information About Order Changes,Order,Change_Order
BM,I Need Information About Orders,Order,Change_Order
B,I Have Got To Change An Item Of An Order,Order,Change_Order
BM,I Need Assistance Removing Several Items From An Order,Order,Change_Order
B,I Need Assistance With Adding An Item,Order,Change_Order
BEM,I Cannot Remove Several Items,Order,Change_Order
BIM,Can You Help Me Adding Several Items?,Order,Change_Order
BM,Assistance With Changing Several Items Of An Order,Order,Change_Order
BIP,Could You Help Me To Change The Order I Have Made?,Order,Change_Order
B,Help With Changing The Order I Made,Order,Change_Order
B,I Need Assistance To Remove An Item From An Order,Order,Change_Order
BEP,I Do Not Know How I Could Remove An Item From An Order,Order,Change_Order
BM,I Need Assistance With Removing Several Items From An Order,Order,Change_Order
BIP,Where Could I Find Information About Changing An Order?,Order,Change_Order
B,I Want Assistance To Change An Order,Order,Change_Order
BK,Change Order,Order,Change_Order
BMP,I Don'T Know How I Could Remove Several Items From An Order,Order,Change_Order
BI,How Can I Change The Last Order I Have Made?,Order,Change_Order
BI,Can You Help Me To Change The Last Order I Made?,Order,Change_Order
BM,I Have Forgotten To Include Several Items In My Order,Order,Change_Order
BIP,Could You Help Me Change An Order I Have Made?,Order,Change_Order
B,Remove Something,Order,Change_Order
BIP,Would It Be Possible To Change An Order?,Order,Change_Order
BMP,I Would Like To Add Some Items To An Order,Order,Change_Order
BM,I Want Assistance To Remove Several Items From An Order,Order,Change_Order
BM,I Have A Question About Changing My Orders,Order,Change_Order
BEM,I Cannot Add Some Items,Order,Change_Order
BM,I Need Help To Add Some Items,Order,Change_Order
BM,I Need Help Adding Several Items,Order,Change_Order
BE,I Cannot Change My Last Order,Order,Change_Order
BM,I Have To Add Some Items To An Order,Order,Change_Order
B,Help Me Changing An Order I Have Made,Order,Change_Order
BIP,How Could I Change An Item Of An Order?,Order,Change_Order
B,Assistance Adding Something,Order,Change_Order
B,I Want Information About Changing An Order,Order,Change_Order
BIP,Could You Help Me Changing My Order?,Order,Change_Order
BM,I Have A Problem With Adding Several Items To An Order,Order,Change_Order
B,Help To Change An Order,Order,Change_Order
BM,I Have Got To Add Several Items,Order,Change_Order
BIP,Would It Be Possible To Remove An Item?,Order,Change_Order
BI,Can You Help Me Remove Something?,Order,Change_Order
BM,I Want Help To Add Some Items,Order,Change_Order
BIMP,Could You Help Me Remove Several Items?,Order,Change_Order
BIM,Can You Help Me Remove Some Items From An Order?,Order,Change_Order
BM,Help Me Adding Several Items,Order,Change_Order
B,Problem With Removing Something From An Order,Order,Change_Order
B,I Am Trying To Add Something To An Order,Order,Change_Order
BIP,Would It Be Possible To Change An Order I Have Made?,Order,Change_Order
BM,Help Me Add Several Items To An Order,Order,Change_Order
B,I Want Help Removing An Item,Order,Change_Order
BIMP,Could You Help Me Add Several Items?,Order,Change_Order
BM,I Have Problems With Removing Some Items,Order,Change_Order
B,Assistance To Change My Order,Order,Change_Order
BIM,How To Remove Some Items From An Order?,Order,Change_Order
B,I Need Help To Add An Item To An Order,Order,Change_Order
B,Help With Changing My Order,Order,Change_Order
BM,Problem With Changing Several Items Of An Order,Order,Change_Order
BM,I Have Problems With Changing An Order I Have Made,Order,Change_Order
BM,I Don'T Know How To Change Some Items Of An Order,Order,Change_Order
B,I Need Assistance To Remove An Item,Order,Change_Order
B,I Have Got To Change An Order,Order,Change_Order
BIMP,Could I Remove Several Items From An Order?,Order,Change_Order
BIM,Can You Help Me Adding Some Items To An Order?,Order,Change_Order
BM,I Need Assistance With Changing Some Items Of An Order,Order,Change_Order
BIMP,Could You Help Me Remove Some Items?,Order,Change_Order
BIM,Is It Possible To Remove Some Items?,Order,Change_Order
BIM,How Can I Change Several Items Of An Order?,Order,Change_Order
BM,I Want Help Removing Several Items From An Order,Order,Change_Order
BI,Can I Change The Order I Have Made?,Order,Change_Order
BMP,I Don'T Know How I Could Add Some Items,Order,Change_Order
BM,I Try To Change Several Items Of An Order,Order,Change_Order
BI,Can I Change The Last Order?,Order,Change_Order
BEM,I Cannot Remove Some Items,Order,Change_Order
BM,I Need Assistance Changing Several Items Of An Order,Order,Change_Order
BIMP,Would It Be Possible To Change Some Items Of An Order?,Order,Change_Order
BIM,Is It Possible To Add Some Items?,Order,Change_Order
BP,I Would Like To Change The Last Order,Order,Change_Order
BM,I Have Problems With Changing Orders,Order,Change_Order
BM,I Don'T Know How I Can Add Several Items,Order,Change_Order
B,I Try To Change An Item Of An Order,Order,Change_Order
B,Help Changing An Order,Order,Change_Order
B,I Want Help To Add Something,Order,Change_Order
B,I Have A Problem With Adding An Item,Order,Change_Order
B,I Have A Problem With Changing The Last Order,Order,Change_Order
BIM,Can You Help Me To Change Some Items Of An Order?,Order,Change_Order
BE,I Cannot Change The Last Order,Order,Change_Order
BL,I Have An Error Correcting The Shipping Address,Shipping_Address,Change_Shipping_Address
BLQ,I Need Assistance Trying To Update My Delivery Address,Shipping_Address,Change_Shipping_Address
BL,Information About Updating My Shipping Address,Shipping_Address,Change_Shipping_Address
BL,Give Me Information About Editing The Delivery Address,Shipping_Address,Change_Shipping_Address
B,Tell Me More About Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
BL,I Have An Issue Trying To Correct The Address,Shipping_Address,Change_Shipping_Address
B,I Want To Know More About Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
B,Assistance Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
BIP,Could You Help Me To Change The Shipping Address?,Shipping_Address,Change_Shipping_Address
B,My Shipping Address Has Changed,Shipping_Address,Change_Shipping_Address
BLQ,I Want Assistance To Modify The Address,Shipping_Address,Change_Shipping_Address
B,I Want Assistance Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
BIP,Could You Help Me To Change My Shipping Address?,Shipping_Address,Change_Shipping_Address
B,I Put The Old Address By Mistake,Shipping_Address,Change_Shipping_Address
BLQZ,I Need Asistance Trying To Edit My Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Have An Issue Trying To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
BM,I Have Issues Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
BIL,Can You Tell Me About Updating The Address?,Shipping_Address,Change_Shipping_Address
BI,Can You Help Me Change The Shipping Address?,Shipping_Address,Change_Shipping_Address
BLQ,Need Assistance To Edit My Delivery Address,Shipping_Address,Change_Shipping_Address
BI,How Can I Change The Shipping Address?,Shipping_Address,Change_Shipping_Address
B,I Want Help Trying To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Don'T Know How To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
BI,Can You Tell Me More About Changing The Shipping Address?,Shipping_Address,Change_Shipping_Address
BCILQZ,I Havesubmitted A Wrong Delivery Address How Do I Correct It,Shipping_Address,Change_Shipping_Address
B,Help To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Want Assistance To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
BP,I Would Like To Know More About Changing My Shipping Address,Shipping_Address,Change_Shipping_Address
BE,I Do Not Know How To Change My Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Have To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Need To Change My Shipping Address,Shipping_Address,Change_Shipping_Address
BIP,Where Could I Change My Shipping Address?,Shipping_Address,Change_Shipping_Address
B,I Want Help Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Have Put My Old Address By Mistake,Shipping_Address,Change_Shipping_Address
BEP,I Do Not Know How I Could Change The Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Want Help Changing My Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Put My Old Address By Mistake,Shipping_Address,Change_Shipping_Address
B,Information About A Shipping Address Change,Shipping_Address,Change_Shipping_Address
BI,Where To Change The Shipping Address?,Shipping_Address,Change_Shipping_Address
B,I Want To Know About Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
BLM,I Have Issues Updating My Address,Shipping_Address,Change_Shipping_Address
BLQ,Wanna Update The Address,Shipping_Address,Change_Shipping_Address
B,I Try To Change My Shipping Address,Shipping_Address,Change_Shipping_Address
BELQ,I'M Looking For Information About Modifying My Address,Shipping_Address,Change_Shipping_Address
B,Question About A Shipping Address Change,Shipping_Address,Change_Shipping_Address
BCILQ,I Chose A Wrong Delivery Address By Mistake Can I Correct It,Shipping_Address,Change_Shipping_Address
BLQ,I Need Assistance To Update The Delivery Address,Shipping_Address,Change_Shipping_Address
BLZ,I Want Ot Update The Address,Shipping_Address,Change_Shipping_Address
BLZ,I Want To Know More About Updating The Delivery Addresxs,Shipping_Address,Change_Shipping_Address
BILQ,What Do I Need To Do To Edit The Address,Shipping_Address,Change_Shipping_Address
BP,I Don'T Know How I Could Change My Shipping Address,Shipping_Address,Change_Shipping_Address
BKL,Error Changing Delivery Address,Shipping_Address,Change_Shipping_Address
BCILQZ,The Address Has Canged How Can I Correct It,Shipping_Address,Change_Shipping_Address
BE,I Am Looking For Information About A Shipping Address Change,Shipping_Address,Change_Shipping_Address
BI,Where Can I Get Information About A Shipping Address Change?,Shipping_Address,Change_Shipping_Address
B,I Want Information About Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
BLM,I Have Troubles Trying To Modify The Address,Shipping_Address,Change_Shipping_Address
BIP,Could You Tell Me More About Changing The Shipping Address?,Shipping_Address,Change_Shipping_Address
BI,What Do I Need To Do To Change The Shipping Address?,Shipping_Address,Change_Shipping_Address
BI,Where Can I Change My Shipping Address?,Shipping_Address,Change_Shipping_Address
BLMQW,Want Supports Trying To Change My Damn Address,Shipping_Address,Change_Shipping_Address
B,I Want To Know More About Changing My Shipping Address,Shipping_Address,Change_Shipping_Address
BCILQZ,I Have Submitted A Wrong Delivery Address Can Uupdatte It,Shipping_Address,Change_Shipping_Address
BI,Is It Possible To Change My Shipping Address?,Shipping_Address,Change_Shipping_Address
B,Changing Shipping Address,Shipping_Address,Change_Shipping_Address
BL,I Am Trying To Edit My Address,Shipping_Address,Change_Shipping_Address
B,I Need Information About Changing My Shipping Address,Shipping_Address,Change_Shipping_Address
B,Help Changing The Shipping Address,Shipping_Address,Change_Shipping_Address
B,Help Trying To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
BLM,There Are Troubles Updating The Address,Shipping_Address,Change_Shipping_Address
B,Problem With A Shipping Address Change,Shipping_Address,Change_Shipping_Address
BP,I Would Like To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
BIP,Could I Change My Shipping Address?,Shipping_Address,Change_Shipping_Address
B,I Need Assistance To Change The Shipping Address,Shipping_Address,Change_Shipping_Address
B,I Have A Question About A Shipping Address Change,Shipping_Address,Change_Shipping_Address
BL,Give Me Information About A Delivery Address Change,Shipping_Address,Change_Shipping_Address
B,I Don'T Know How To Change My Shipping Address,Shipping_Address,Change_Shipping_Address
BI,Where Do I Change My Shipping Address?,Shipping_Address,Change_Shipping_Address
